idx,text,app_id,llm_label,llm_confidence,final_label,anchor_confidence,label_quality_score,source
1696,waste of ti ivn,com.picsart.studio,praise,0.9692,other,0.6372429728507996,0.12452907115221024,human_verified
1697,kumar .,com.picsart.studio,praise,0.9313,other,0.8002483248710632,0.07864721119403839,anchor_corrected
1722,i think i love this app .,com.roidapp.photogrid,other,0.9491,praise,0.8193387985229492,0.06629013270139694,anchor_corrected
1739,hager mohamed .,com.mobilesrepublic.appy,praise,0.9124,other,0.496304988861084,0.2125668078660965,human_verified
1746,sux .,flipboard.app,praise,0.9079,other,0.5852472186088562,0.1612183153629303,human_verified
1801,like this app very much .,com.roidapp.photogrid,other,0.6225,praise,0.7116062641143799,0.0655016079545021,anchor_corrected
1809,nit bad .,com.picsart.studio,praise,0.9659,other,0.7380130290985107,0.0833430364727974,anchor_corrected
1816,amaze help .,co.brainly,other,0.5513,praise,0.8554943203926086,0.04925614967942238,anchor_corrected
1817,this be definitely a great launcher .,com.apusapps.launcher,other,0.7025,praise,0.7180969715118408,0.15730954706668854,anchor_corrected
1858,after download it drain my battery and take forever to recharge .,com.qihoo.security,bug_report,0.3268,performance,0.9616910815238953,0.007501978427171707,anchor_corrected
1874,lame !,com.qihoo.security,praise,0.9711,other,0.5459597706794739,0.17224907875061035,human_verified
1944,this app drain my battery . i suggest not to download .,com.dianxinos.dxbs,other,0.8484,performance,0.9393893480300903,0.018885469064116478,anchor_corrected
1954,ok virus scanner but drain my battery . uninstalled now my battery be back to normal i be have to charge my phone twice a day . check on setting and <digit> be use <digit> of my battery daily .,com.qihoo.security,feature_request,0.5518,performance,0.9388552308082581,0.013294066302478313,anchor_corrected
1960,it be nice .,com.venticake.retrica,feature_request,0.6743,praise,0.8526142835617065,0.04404256120324135,anchor_corrected
1962,a bite useful but fake too .,com.cleanmaster.mguard,praise,0.9183,other,0.43461188673973083,0.16362826526165009,human_verified
1981,i think it be best .,com.picsart.studio,feature_request,0.6256,praise,0.7800840735435486,0.03545653447508812,anchor_corrected
2001,hate it !,com.mobilesrepublic.appy,praise,0.9687,other,0.8171905279159546,0.04128853976726532,human_verified
2027,great <app> but it make my phone very slow . i <app> i could keep it but it just take u wayy too much space . and it only let you have <digit> private photo .,com.cleanmaster.security,bug_report,0.4928,performance,0.9483585357666016,0.012088983319699764,anchor_corrected
2076,<digit> slow,com.picsart.studio,feature_request,0.2704,performance,0.9895846247673035,0.0011334948940202594,anchor_corrected
2110,this be really helpful .,co.brainly,other,0.3447,praise,0.7228200435638428,0.16080869734287262,anchor_corrected
2148,worst app ever useless scam app .,com.ubercab,praise,0.898,other,0.8235315680503845,0.08488700538873672,anchor_corrected
2196,this app drink my battery .,com.picsart.studio,praise,0.7012,performance,0.91661137342453,0.028656156733632088,anchor_corrected
2202,it's take time too much and performance be slow .,com.picsart.studio,bug_report,0.5481,performance,0.9416056275367737,0.007747351191937923,anchor_corrected
2210,it suck .,com.surpax.ledflashlight.panel,praise,0.9649,other,0.7708770632743835,0.08146544545888901,anchor_corrected
2218,napaka pata walang isip nala pakdkjdjdwoqkej .,com.roidapp.photogrid,praise,0.9172,other,0.6524105668067932,0.12742024660110474,human_verified
2230,easy to use !,com.cleanmaster.security,praise,0.7496,usability,0.8284536004066467,0.08403686434030533,anchor_corrected
2234,it be best for <app>,com.qihoo.security,feature_request,0.7683,praise,0.8483344912528992,0.014256125316023827,anchor_corrected
2254,i have love this app .,com.picsart.studio,other,0.8877,praise,0.7848222851753235,0.024938087910413742,anchor_corrected
2265,do not solve <user> equation .,com.microblink.photomath,bug_report,0.8842,other,0.8191558122634888,0.05465295538306236,anchor_corrected
2288,*super .,com.cleanmaster.security,other,0.5222,praise,0.7495033144950867,0.08791392296552658,anchor_corrected
2345,nice editor .,com.picsart.studio,other,0.7718,praise,0.7117460370063782,0.05284394696354866,anchor_corrected
2349,i love it for it be fast .,com.cleanmaster.security,other,0.9353,praise,0.9006555676460266,0.017246432602405548,anchor_corrected
2368,way to many ads .,com.cleanmaster.mguard,other,0.9258,usability,0.7164086699485779,0.05310935154557228,anchor_corrected
2381,tambahin lagi fiturnya .,com.roidapp.photogrid,praise,0.9105,feature_request,0.5059300661087036,0.10605785995721817,human_verified
2388,i waste my battery instead of save it don't download .,com.dianxinos.dxbs,bug_report,0.7998,performance,0.7312279939651489,0.05105404555797577,anchor_corrected
2395,i have be use <user> <app> for many year with <app> and this the only number i use and my contact know of . now while switch to <user> new phone device <app> app say that i can't use <app> pgone number only use <user> gsm phone number ! just like that ? with no previouse announcement of the new stupid rule ? ! and what be the point of anyway ? i hope i will get answer without hear contact our customer servise at bla . my question be clear and i be sure thst you can replay here .,com.viber.voip,praise,0.1276,compatibility,0.9518725872039795,0.006580231245607138,human_verified
2404,very easy to use .,com.roidapp.photogrid,other,0.9147,usability,0.7979210019111633,0.02327977493405342,anchor_corrected
2425,this app be very good but the news come very late .,com.mobilesrepublic.appy,praise,0.914,bug_report,0.44908207654953003,0.44908207654953003,human_verified
2454,it be one of the best anti virus software .,com.cleanmaster.security,other,0.8461,praise,0.743497908115387,0.11536141484975815,anchor_corrected
2460,too much .,com.apusapps.launcher,praise,0.5877,performance,0.8080719709396362,0.03501370921730995,anchor_corrected
2461,worst <app>,com.xvideostudio.videoeditor,praise,0.9504,other,0.8966068029403687,0.03843460977077484,anchor_corrected
2468,mann this be <user> really great app .,com.roidapp.photogrid,other,0.6441,praise,0.8165261149406433,0.10869594663381577,anchor_corrected
2479,battery consume .,com.gau.go.launcherex,other,0.3744,performance,0.9983139634132385,0.0005970259662717581,anchor_corrected
2511,it just hang my phone .,com.picsart.studio,bug_report,0.8893,performance,0.927320122718811,0.005829152651131153,anchor_corrected
2586,bakwas .,com.picsart.studio,praise,0.9367,other,0.7850110530853271,0.07353407889604568,anchor_corrected
2596,i once love this app .,com.estrongs.android.pop,other,0.9334,praise,0.7626762986183167,0.06527737528085709,anchor_corrected
2601,lag phone .,com.picsart.studio,praise,0.9312,performance,0.9714087843894958,0.005900119431316853,anchor_corrected
2615,bore .,com.hola.launcher,praise,0.9406,other,0.7547537684440613,0.09636297821998596,anchor_corrected
2622,new version very slow load .,com.UCMobile.intl,bug_report,0.9055,performance,0.9589040279388428,0.02017591893672943,anchor_corrected
2686,one more change your opinion wice please or camera add .,com.venticake.retrica,other,0.5165,feature_request,0.7509576678276062,0.09457315504550934,anchor_corrected
2704,now i love it .,com.UCMobile.intl,other,0.8343,praise,0.8175919651985168,0.04530271142721176,anchor_corrected
2716,not bad at all .,com.roidapp.photogrid,praise,0.9228,other,0.680244505405426,0.07287191599607468,human_verified
2771,easy to use and reliable .,com.cleanmaster.security,other,0.4095,usability,0.7525203227996826,0.04288417473435402,anchor_corrected
2796,this <app> get slow and slow after so many update . too much filter sticker and useless feature .,vStudio.Android.Camera360,bug_report,0.8791,performance,0.9292890429496765,0.02659139782190323,anchor_corrected
2810,highly recommend,com.cleanmaster.security,praise,0.9565,other,0.8009464740753174,0.058123793452978134,anchor_corrected
2812,yaak the .,com.picsart.studio,praise,0.9166,other,0.5133930444717407,0.028653617948293686,human_verified
2920,when i try to clear my ram or boost my phone it actually lag and slow down my phone i would recommend use this only for clear storage data .,com.cleanmaster.mguard,bug_report,0.3431,performance,0.7528753280639648,0.025654058903455734,anchor_corrected
2939,why when i add text on my pic the pic change to blur .,com.picsart.studio,other,0.7261,feature_request,0.7230523228645325,0.05249246582388878,anchor_corrected
2945,fake . <app>,com.xvideostudio.videoeditor,praise,0.8883,other,0.7724589705467224,0.10673382878303528,anchor_corrected
2971,<user> dj <user>,com.picsart.studio,praise,0.9015,other,0.8282132744789124,0.04823003709316254,anchor_corrected
2973,i love it so much .,com.roidapp.photogrid,other,0.891,praise,0.7994824647903442,0.047515690326690674,anchor_corrected
3004,this <app> drain my battery as fast as never .,com.apusapps.launcher,bug_report,0.2702,performance,0.9341974258422852,0.0052502453327178955,anchor_corrected
3014,this <app> be good .,com.apusapps.launcher,other,0.6147,praise,0.9367371201515198,0.033358655869960785,anchor_corrected
3032,it be useful very much .,com.qihoo.security,other,0.5672,praise,0.7125275135040283,0.10625705122947693,anchor_corrected
3042,nice app . keep update .,com.mobilesrepublic.appy,other,0.7244,praise,0.7470903992652893,0.08110611140727997,anchor_corrected
3051,i really like this app .,com.picsart.studio,other,0.9077,praise,0.798369288444519,0.06197567284107208,anchor_corrected
3057,bad for ads and it make my phone slow . bo .,com.apusapps.launcher,bug_report,0.4407,performance,0.8993489146232605,0.0073446412570774555,anchor_corrected
3073,i simply love its feature .,com.roidapp.photogrid,other,0.9541,praise,0.7099696397781372,0.12530437111854553,anchor_corrected
3134,i love it its have <user> cool filter .,com.roidapp.photogrid,other,0.8887,praise,0.8803153038024902,0.04818393662571907,anchor_corrected
3137,slow app .,com.ubercab,praise,0.8378,performance,0.9958055019378662,0.001127443159930408,anchor_corrected
3138,suck ass .,com.cleanmaster.mguard,praise,0.9606,other,0.7741290926933289,0.06480146944522858,anchor_corrected
3140,loser .,com.qihoo.security,praise,0.9225,other,0.496304988861084,0.2125668078660965,human_verified
3184,be really nice and easy to make a beautiful picture . nice app .,com.venticake.retrica,usability,0.3652,praise,0.719817578792572,0.15900571644306183,anchor_corrected
3247,it be very good software .,com.picsart.studio,other,0.4758,praise,0.7530462741851807,0.11159122735261917,anchor_corrected
3263,its horrible .,com.cleanmaster.mguard,praise,0.9106,other,0.547027587890625,0.2122987061738968,human_verified
3281,purchase app yesterday try today tell me junction as i pass them do not pick up average speed camera on m60 which have be there for at least <digit> month regret my purchase how do you get refund .,com.sygic.aura,praise,0.1201,bug_report,0.3539391756057739,0.07459940761327744,human_verified
3310,let it be,com.roidapp.photogrid,praise,0.9699,other,0.489981085062027,0.489981085062027,human_verified
3325,really disappoint . make my phone very laggy and eat up a lot of ram also a power hungry app . do not speed up my device .,com.apusapps.launcher,bug_report,0.8872,performance,0.9382340312004089,0.007092075422406197,anchor_corrected
3346,raju skt .,com.ubercab,praise,0.9224,other,0.6367202997207642,0.14457069337368011,human_verified
3357,only us news .,flipboard.app,praise,0.9118,other,0.4842122197151184,0.15413498878479004,human_verified
3406,this aap hang my phone .,com.dianxinos.optimizer.duplay,feature_request,0.5251,performance,0.8807730674743652,0.01823589578270912,anchor_corrected
3412,not a bad app .,com.surpax.ledflashlight.panel,praise,0.9473,other,0.7975887060165405,0.05394981428980827,anchor_corrected
3432,bore hai sala .,com.apusapps.launcher,praise,0.9565,other,0.7183440327644348,0.11245360225439072,anchor_corrected
3482,slow download speed but another be fast .,com.UCMobile.intl,feature_request,0.6029,performance,0.9655135273933411,0.013263796456158161,anchor_corrected
3490,seks .,com.roidapp.photogrid,praise,0.9097,other,0.496304988861084,0.2125668078660965,human_verified
3492,very nice it easy ti use .,com.qihoo.security,other,0.7618,praise,0.7321047782897949,0.06073522940278053,anchor_corrected
3607,hate it,com.picsart.studio,praise,0.9699,other,0.8171905279159546,0.04128853976726532,human_verified
3627,nice app . work smoothly .,com.cleanmaster.security,other,0.7138,praise,0.796617329120636,0.08945830166339874,anchor_corrected
3676,useless <app>,com.apusapps.launcher,praise,0.9188,other,0.6992224454879761,0.12197605520486832,human_verified
3681,easy to use,com.roidapp.photogrid,praise,0.8215,usability,0.8284536004066467,0.08403686434030533,anchor_corrected
3695,very slow .,com.sygic.aura,bug_report,0.1989,performance,0.9982725381851196,0.00035234520328231156,anchor_corrected
3701,run <digit> in the background despite not have touch it in month . no way to stop it from eat my battery life . really disappoint otherwise it's useful .,net.zedge.android,praise,0.1311,performance,0.7116819024085999,0.044427696615457535,human_verified
3709,easy to handle .,com.cleanmaster.security,other,0.8257,usability,0.8493193984031677,0.026841366663575172,anchor_corrected
3717,md <user>,com.dianxinos.optimizer.duplay,praise,0.767,other,0.8282132744789124,0.04823003709316254,anchor_corrected
3754,i like it tihs app .,com.picsart.studio,other,0.8202,praise,0.9020867943763733,0.0394519604742527,anchor_corrected
3760,so far i like it .,com.cleanmaster.security,other,0.8575,praise,0.8960466384887695,0.03514328598976135,anchor_corrected
3779,bahut bakar app .,com.picsart.studio,praise,0.9136,other,0.6017605662345886,0.20336255431175232,human_verified
3808,this be very useful .,com.apusapps.launcher,other,0.7916,praise,0.8211492300033569,0.08756748586893082,anchor_corrected
3870,app be pathetically slow .,com.ubercab,bug_report,0.3203,performance,0.9567089080810547,0.0023237213026732206,anchor_corrected
3897,fun and easy to use !,com.roidapp.photogrid,praise,0.6355,usability,0.7676674127578735,0.12460116297006607,anchor_corrected
3898,nice and smooth offline <app> be very useful .,com.sygic.aura,usability,0.1938,praise,0.8199949860572815,0.06076163426041603,anchor_corrected
3909,ashrafi .,com.apusapps.launcher,praise,0.9107,other,0.496304988861084,0.2125668078660965,human_verified
3961,shadab .,com.apusapps.launcher,praise,0.9105,other,0.496304988861084,0.2125668078660965,human_verified
3976,poor !,com.cleanmaster.security,praise,0.9693,other,0.691754162311554,0.09425418078899384,human_verified
3986,its quite nice because it have cool system .,com.qihoo.security,other,0.8132,praise,0.722032904624939,0.09622004628181458,anchor_corrected
4002,it's service be very slow .,com.ubercab,bug_report,0.6965,performance,0.9871243238449097,0.0017058845842257142,anchor_corrected
4053,nouman <user>,com.qihoo.security,praise,0.9373,other,0.8282132744789124,0.04823003709316254,anchor_corrected
4076,very slow and bore .,com.microblink.photomath,other,0.3419,performance,0.982356071472168,0.0054003894329071045,anchor_corrected
4098,help u save battery .,com.dianxinos.dxbs,other,0.5038,performance,0.960512638092041,0.00829560961574316,anchor_corrected
4129,its make my battery fast empty and my phone alway hang because to many add .,com.gau.go.launcherex,bug_report,0.9149,performance,0.9476384520530701,0.004528225399553776,anchor_corrected
4199,worst app in the world .,com.UCMobile.intl,praise,0.9516,other,0.7715781927108765,0.08783484995365143,anchor_corrected
4200,do not respond .,com.surpax.ledflashlight.panel,bug_report,0.4951,other,0.7026278376579285,0.09267258644104004,anchor_corrected
4213,why my uber credit be not be deduct after cash trip . madar chod r u playin with it customer ass hole . i need a reply .,com.ubercab,feature_request,0.321,other,0.7125288844108582,0.07680545002222061,anchor_corrected
4270,it be consume more battery while view video even brightness be minimal .,com.mxtech.videoplayer.ad,feature_request,0.7809,performance,0.913543701171875,0.023425348103046417,anchor_corrected
4290,bad ap such mcv ap .,com.picsart.studio,praise,0.9631,other,0.7510195970535278,0.1330646127462387,anchor_corrected
4309,best battery .,com.dianxinos.dxbs,praise,0.9383,performance,0.9873568415641785,0.010292411781847477,anchor_corrected
4311,it be <user> best <app> i have ever see .,com.venticake.retrica,other,0.4871,praise,0.7012830972671509,0.1872049868106842,anchor_corrected
4362,i love it this app .,com.cleanmaster.mguard,other,0.8158,praise,0.9325571656227112,0.019115103408694267,anchor_corrected
4374,lv it . bt vry very slow .,com.picsart.studio,feature_request,0.2267,performance,0.9054050445556641,0.014158463105559349,anchor_corrected
4404,to many ads .,com.cleanmaster.mguard,other,0.8819,usability,0.7061970829963684,0.057980529963970184,anchor_corrected
4431,last update i lose the ability to add txt to my picture .,com.picsart.studio,bug_report,0.591,feature_request,0.7213674783706665,0.08619374781847,anchor_corrected
4440,its very slow .,com.picsart.studio,other,0.2203,performance,0.9806208610534668,0.0025237041991204023,anchor_corrected
4445,i really love it .,com.roidapp.photogrid,other,0.8876,praise,0.9354899525642395,0.016242051497101784,anchor_corrected
4472,slow my device down .,com.apusapps.launcher,bug_report,0.9246,performance,0.9069885611534119,0.016287382692098618,anchor_corrected
4492,i love app .,com.picsart.studio,other,0.5695,praise,0.7718746066093445,0.09162352234125137,anchor_corrected
4499,i like it be good app .,com.roidapp.photogrid,other,0.6131,praise,0.9730838537216187,0.009403671137988567,anchor_corrected
4502,worst app .,com.picsart.studio,praise,0.9561,other,0.8966068029403687,0.03843460977077484,anchor_corrected
4570,my phone .,com.apusapps.launcher,praise,0.8119,performance,0.8511682748794556,0.024189814925193787,anchor_corrected
4588,i love it . it be the perfect photo program you might have !,com.venticake.retrica,other,0.727,praise,0.7249770164489746,0.09167653322219849,anchor_corrected
4591,nothing but japanese cartoon porn ads do not install on your children's tablet ! i will be report the app to google and suggest an <digit> plus age rat !,com.cleanmaster.mguard,praise,0.1048,other,0.29691174626350403,0.07031996548175812,human_verified
4602,often very slow .,com.picsart.studio,bug_report,0.7185,performance,0.9886335730552673,0.0039569358341395855,anchor_corrected
4628,happy bcause its great new photo grid .,com.roidapp.photogrid,other,0.9457,praise,0.790945827960968,0.05557500198483467,anchor_corrected
4646,this <app> master be good .,com.cleanmaster.security,other,0.5652,praise,0.8009002208709717,0.11102940887212753,anchor_corrected
4712,hate .,com.apusapps.launcher,praise,0.9457,other,0.8349341154098511,0.027992598712444305,anchor_corrected
4788,very bed not goodwork and slow time west .,com.picsart.studio,praise,0.7815,performance,0.7453082203865051,0.023256173357367516,anchor_corrected
4793,i hate u .,com.cleanmaster.mguard,praise,0.9518,other,0.8349341154098511,0.027992598712444305,anchor_corrected
4812,<user> shaky .,com.apusapps.launcher,praise,0.1538,other,0.8282132744789124,0.04823003709316254,anchor_corrected
4816,fun intuitive and very cute ! one of the better <app> available for photo collage . it would be nice to be able to pay to remove ads but at least they don't actually interrupt . my only other complaint be that some of the slider for adjust thing like brightness and saturation be a little hard to use . could you give them another control option please ?,com.roidapp.photogrid,usability,0.4012,feature_request,0.7430907487869263,0.12996147572994232,anchor_corrected
4829,ohh i really love this app .,com.roidapp.photogrid,other,0.7721,praise,0.8104907870292664,0.060058947652578354,anchor_corrected
4834,worst ap .,com.UCMobile.intl,praise,0.9544,other,0.8251967430114746,0.06700927764177322,anchor_corrected
4868,hang .,com.picsart.studio,praise,0.9397,performance,0.923055112361908,0.013204118236899376,anchor_corrected
4895,drain battery quicker .,com.cleanmaster.mguard,other,0.3294,performance,0.9683165550231934,0.013099703937768936,anchor_corrected
4910,i love this <app> .,com.venticake.retrica,other,0.4936,praise,0.8762979507446289,0.016365109011530876,anchor_corrected
4943,i love it be very useful .,com.apusapps.launcher,other,0.9125,praise,0.9648258090019226,0.007277106400579214,anchor_corrected
4961,dowloadnya lama,com.picsart.studio,praise,0.9729,other,0.4524008631706238,0.14419490098953247,human_verified
4973,not easy to use .,com.picsart.studio,other,0.7868,usability,0.8111139535903931,0.05388803035020828,anchor_corrected
4974,no funciona,com.shazam.android,praise,0.969,other,0.5742648839950562,0.1350097358226776,human_verified
4983,when the trip be over the bill more than <digit> time more expensive than when i request on pick up point . what a rip off . if this continue sooner or later uber will be out of business in our country . last night the ex uber driver tell me that the trick be to enter the airplane mode shortly after pick up and turn off the airplane mode when the destination be near . then somehow we must be pay money that significantly increase . you must check whether this can trick your app .,com.ubercab,praise,0.1293,other,0.27083495259284973,0.047713108360767365,human_verified
4993,i really like it .,com.cleanmaster.security,other,0.8275,praise,0.7628101110458374,0.06797793507575989,anchor_corrected
5026,app be gud bt this app size be large .,com.picsart.studio,other,0.5871,praise,0.7048014998435974,0.13730499148368835,anchor_corrected
5038,suck i hate it .,com.adobe.reader,praise,0.9285,other,0.8487902879714966,0.02261621318757534,anchor_corrected
5053,easy to protect .,com.cleanmaster.security,other,0.918,usability,0.8493193984031677,0.026841366663575172,anchor_corrected
5106,end jii,com.roidapp.photogrid,praise,0.9698,other,0.4813450574874878,0.17176209390163422,human_verified
5126,c m <app> be the best in all antivirus .,com.cleanmaster.security,other,0.9375,praise,0.7737779021263123,0.09045787155628204,anchor_corrected
5135,this app be very easy an fast love it .,com.roidapp.photogrid,other,0.7346,praise,0.9114847183227539,0.009327186271548271,anchor_corrected
5167,it's good for <app> be excellent .,com.cleanmaster.security,other,0.9161,praise,0.868953287601471,0.028569694608449936,anchor_corrected
5168,drain the battery .,com.sygic.aura,other,0.8487,performance,0.9559553265571594,0.016807235777378082,anchor_corrected
